trial_index,subtask,session,loop,trial_id_global,category,sentence,sentence_morph,sentence_form,sentence_frame,foil_sentence,foil_sentence_morph,foil_sentence_frame,foil_type,chunk_frequency_type,gj_grammatical,gj_error_type,held_out_probe_type,held_out_probe_instance,held_out_probe_instance_morph,correct_words,correct_words_form,distractor_words,all_words,all_words_form,previous_encounters,trial_type,audio_1,audio_2,video_1,video_2
3,comprehension,2,2,253,target,OBJ.N5 SBJ.N4 HIDE-TR LOC.N3,SBJ.N4 OBJ.N5 LOC.N3 HIDE-TR,pif-dabi fer-timó pa-zilép zsübe,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N3 HIDE-TR LOC.N4,OBJ.N5 SBJ.N3 HIDE-TR LOC.N4,OBJ-SBJ-V.TR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,SBJ-N4-OBJ-N5-LOC-N3-HIDE-TR.mp3,,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp4,OBJ-N5-SBJ-N3-HIDE-TR-LOC-N4.mp4
4,comprehension,2,2,254,target,SBJ.N1 REVEAL-INTR LOC.N2,SBJ.N1 LOC.N2 REVEAL-INTR,pif-pekli pa-murak girda,SBJ-V.INTR-LOC,SBJ.N1 HIDE-INTR LOC.N2,SBJ.N1 LOC.N2 HIDE-INTR,SBJ-V.INTR-LOC,wrong_verb,,,,,,,,,,,,,comprehension,SBJ-N1-LOC-N2-REVEAL-INTR.mp3,,SBJ-N1-REVEAL-INTR-LOC-N2.mp4,SBJ-N1-HIDE-INTR-LOC-N2.mp4
5,comprehension,2,2,255,target,OBJ.N5 SBJ.N4 REVEAL-TR,REVEAL-TR OBJ.N5 SBJ.N4,girda fer-timó pif-dabi,OBJ-SBJ-V.TR,OBJ.N4 SBJ.N5 PUSH-TR,PUSH-TR OBJ.N4 SBJ.N5,OBJ-SBJ-V.TR,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,REVEAL-TR-OBJ-N5-SBJ-N4.mp3,,OBJ-N5-SBJ-N4-REVEAL-TR.mp4,OBJ-N4-SBJ-N5-PUSH-TR.mp4
6,comprehension,2,2,256,target,SBJ.N2 GO-INTR,GO-INTR SBJ.N2,kávler pif-murak,SBJ-V.INTR,SBJ.N2 REVEAL-INTR,SBJ.N2 REVEAL-INTR,SBJ-V.INTR,wrong_verb,,,,,,,,,,,,,comprehension,GO-INTR-SBJ-N2.mp3,,SBJ-N2-GO-INTR.mp4,SBJ-N2-REVEAL-INTR.mp4
7,comprehension,2,2,257,target,SBJ.N5 JUMP-INTR,SBJ.N5 JUMP-INTR,pif-timó bonip,SBJ-V.INTR,SBJ.N5 HIDE-INTR,HIDE-INTR SBJ.N5,SBJ-V.INTR,wrong_verb,,,,,,,,,,,,,comprehension,SBJ-N5-JUMP-INTR.mp3,,SBJ-N5-JUMP-INTR.mp4,SBJ-N5-HIDE-INTR.mp4
8,comprehension,2,2,258,target,OBJ.N5 SBJ.N1 PUSH-TR LOC.N2,OBJ.N5 PUSH-TR SBJ.N1 LOC.N2,fer-timó vánta pif-pekli pa-murak,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N2 PUSH-TR LOC.N1,OBJ.N5 SBJ.N2 LOC.N1 PUSH-TR,OBJ-SBJ-V.TR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,OBJ-N5-PUSH-TR-SBJ-N1-LOC-N2.mp3,,OBJ-N5-SBJ-N1-PUSH-TR-LOC-N2.mp4,OBJ-N5-SBJ-N2-PUSH-TR-LOC-N1.mp4
9,comprehension,2,2,259,target,SBJ.N1 REVEAL-INTR LOC.N3,REVEAL-INTR SBJ.N1 LOC.N3,girda pif-pekli pa-zilép,SBJ-V.INTR-LOC,SBJ.N3 JUMP-INTR LOC.N1,LOC.N1 JUMP-INTR SBJ.N3,SBJ-V.INTR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,REVEAL-INTR-SBJ-N1-LOC-N3.mp3,,SBJ-N1-REVEAL-INTR-LOC-N3.mp4,SBJ-N3-JUMP-INTR-LOC-N1.mp4
10,comprehension,2,2,260,target,Ab OBJ.N5 SBJ.N1 REVEAL-TR,REVEAL-TR Ab OBJ.N5 SBJ.N1,girda zsot fer-timó pif-pekli,OBJ-SBJ-V.TR,Aa OBJ.N5 SBJ.N1 HIDE-TR,HIDE-TR SBJ.N1 Aa OBJ.N5,OBJ-SBJ-V.TR,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,REVEAL-TR-Ab-OBJ-N5-SBJ-N1.mp3,,Ab-OBJ-N5-SBJ-N1-REVEAL-TR.mp4,Aa-OBJ-N5-SBJ-N1-HIDE-TR.mp4
11,comprehension,2,2,261,target,Ab SBJ.N2 HIDE-INTR,HIDE-INTR Ab SBJ.N2,zsübe zsot pif-murak,SBJ-V.INTR,Aa SBJ.N2 HIDE-INTR,Aa SBJ.N2 HIDE-INTR,SBJ-V.INTR,wrong_adjective,,,,,,,,,,,,,comprehension,HIDE-INTR-Ab-SBJ-N2.mp3,,Ab-SBJ-N2-HIDE-INTR.mp4,Aa-SBJ-N2-HIDE-INTR.mp4
12,comprehension,2,2,262,target,OBJ.N5 SBJ.N1 HIDE-TR LOC.N2,SBJ.N1 LOC.N2 HIDE-TR OBJ.N5,pif-pekli pa-murak zsübe fer-timó,OBJ-SBJ-V.TR-LOC,OBJ.N2 SBJ.N1 HIDE-TR LOC.N5,SBJ.N1 OBJ.N2 LOC.N5 HIDE-TR,OBJ-SBJ-V.TR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,SBJ-N1-LOC-N2-HIDE-TR-OBJ-N5.mp3,,OBJ-N5-SBJ-N1-HIDE-TR-LOC-N2.mp4,OBJ-N2-SBJ-N1-HIDE-TR-LOC-N5.mp4
13,comprehension,2,2,263,target,OBJ.N5 Ab SBJ.N1 HIDE-TR,OBJ.N5 HIDE-TR Ab SBJ.N1,fer-timó zsübe zsot pif-pekli,OBJ-SBJ-V.TR,Aa OBJ.N1 SBJ.N5 HIDE-TR,HIDE-TR Aa OBJ.N1 SBJ.N5,OBJ-SBJ-V.TR,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,OBJ-N5-HIDE-TR-Ab-SBJ-N1.mp3,,OBJ-N5-Ab-SBJ-N1-HIDE-TR.mp4,Aa-OBJ-N1-SBJ-N5-HIDE-TR.mp4
14,comprehension,2,2,264,target,OBJ.N5 Ab SBJ.N1 REVEAL-TR,Ab SBJ.N1 OBJ.N5 REVEAL-TR,zsot pif-pekli fer-timó girda,OBJ-SBJ-V.TR,OBJ.N5 Aa SBJ.N1 PUSH-TR,PUSH-TR OBJ.N5 Aa SBJ.N1,OBJ-SBJ-V.TR,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,Ab-SBJ-N1-OBJ-N5-REVEAL-TR.mp3,,OBJ-N5-Ab-SBJ-N1-REVEAL-TR.mp4,OBJ-N5-Aa-SBJ-N1-PUSH-TR.mp4
15,comprehension,2,2,265,target,OBJ.N5 SBJ.N4 PUSH-TR LOC.N1,LOC.N1 OBJ.N5 SBJ.N4 PUSH-TR,pa-pekli fer-timó pif-dabi vánta,OBJ-SBJ-V.TR-LOC,OBJ.N4 SBJ.N5 HIDE-TR LOC.N1,LOC.N1 SBJ.N5 HIDE-TR OBJ.N4,OBJ-SBJ-V.TR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,LOC-N1-OBJ-N5-SBJ-N4-PUSH-TR.mp3,,OBJ-N5-SBJ-N4-PUSH-TR-LOC-N1.mp4,OBJ-N4-SBJ-N5-HIDE-TR-LOC-N1.mp4
16,comprehension,2,2,266,target,Ab SBJ.N2 GO-INTR,Ab SBJ.N2 GO-INTR,zsot pif-murak kávler,SBJ-V.INTR,Aa SBJ.N2 GO-INTR,Aa SBJ.N2 GO-INTR,SBJ-V.INTR,wrong_adjective,,,,,,,,,,,,,comprehension,Ab-SBJ-N2-GO-INTR.mp3,,Ab-SBJ-N2-GO-INTR.mp4,Aa-SBJ-N2-GO-INTR.mp4
17,comprehension,2,2,267,target,SBJ.N5 HIDE-INTR,HIDE-INTR SBJ.N5,zsübe pif-timó,SBJ-V.INTR,SBJ.N5 REVEAL-INTR,SBJ.N5 REVEAL-INTR,SBJ-V.INTR,wrong_verb,,,,,,,,,,,,,comprehension,HIDE-INTR-SBJ-N5.mp3,,SBJ-N5-HIDE-INTR.mp4,SBJ-N5-REVEAL-INTR.mp4
18,comprehension,2,2,268,target,SBJ.N1 JUMP-INTR LOC.N3,JUMP-INTR LOC.N3 SBJ.N1,bonip pa-zilép pif-pekli,SBJ-V.INTR-LOC,SBJ.N3 JUMP-INTR LOC.N1,LOC.N1 JUMP-INTR SBJ.N3,SBJ-V.INTR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,JUMP-INTR-LOC-N3-SBJ-N1.mp3,,SBJ-N1-JUMP-INTR-LOC-N3.mp4,SBJ-N3-JUMP-INTR-LOC-N1.mp4
19,comprehension,2,2,269,target,SBJ.N5 GO-INTR LOC.N2,GO-INTR LOC.N2 SBJ.N5,kávler pa-murak pif-timó,SBJ-V.INTR-LOC,SBJ.N2 HIDE-INTR LOC.N5,SBJ.N2 HIDE-INTR LOC.N5,SBJ-V.INTR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,GO-INTR-LOC-N2-SBJ-N5.mp3,,SBJ-N5-GO-INTR-LOC-N2.mp4,SBJ-N2-HIDE-INTR-LOC-N5.mp4
20,comprehension,2,2,270,target,SBJ.N3 HIDE-INTR LOC.N5,HIDE-INTR LOC.N5 SBJ.N3,zsübe pa-timó pif-zilép,SBJ-V.INTR-LOC,SBJ.N5 HIDE-INTR LOC.N3,SBJ.N5 HIDE-INTR LOC.N3,SBJ-V.INTR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,HIDE-INTR-LOC-N5-SBJ-N3.mp3,,SBJ-N3-HIDE-INTR-LOC-N5.mp4,SBJ-N5-HIDE-INTR-LOC-N3.mp4
21,comprehension,2,2,271,target,OBJ.N5 SBJ.N3 PUSH-TR LOC.N1,PUSH-TR LOC.N1 OBJ.N5 SBJ.N3,vánta pa-pekli fer-timó pif-zilép,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N3 REVEAL-TR LOC.N1,LOC.N1 REVEAL-TR SBJ.N3 OBJ.N5,OBJ-SBJ-V.TR-LOC,wrong_verb,,,,,,,,,,,,,comprehension,PUSH-TR-LOC-N1-OBJ-N5-SBJ-N3.mp3,,OBJ-N5-SBJ-N3-PUSH-TR-LOC-N1.mp4,OBJ-N5-SBJ-N3-REVEAL-TR-LOC-N1.mp4
22,comprehension,2,2,272,target,Ab OBJ.N5 SBJ.N1 REVEAL-TR,REVEAL-TR Ab OBJ.N5 SBJ.N1,girda zsot fer-timó pif-pekli,OBJ-SBJ-V.TR,OBJ.N1 Aa SBJ.N5 REVEAL-TR,OBJ.N1 REVEAL-TR Aa SBJ.N5,OBJ-SBJ-V.TR,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,REVEAL-TR-Ab-OBJ-N5-SBJ-N1.mp3,,Ab-OBJ-N5-SBJ-N1-REVEAL-TR.mp4,OBJ-N1-Aa-SBJ-N5-REVEAL-TR.mp4
23,comprehension,2,2,273,target,OBJ.N5 SBJ.N1 PUSH-TR Ab LOC.N3,SBJ.N1 OBJ.N5 Ab LOC.N3 PUSH-TR,pif-pekli fer-timó zsot pa-zilép vánta,OBJ-SBJ-V.TR-LOC,OBJ.N5 SBJ.N1 REVEAL-TR Aa LOC.N3,OBJ.N5 SBJ.N1 Aa LOC.N3 REVEAL-TR,OBJ-SBJ-V.TR-LOC,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,SBJ-N1-OBJ-N5-Ab-LOC-N3-PUSH-TR.mp3,,OBJ-N5-SBJ-N1-PUSH-TR-Ab-LOC-N3.mp4,OBJ-N5-SBJ-N1-REVEAL-TR-Aa-LOC-N3.mp4
24,comprehension,2,2,274,target,Ab SBJ.N2 REVEAL-INTR Ab LOC.N4,Ab SBJ.N2 Ab LOC.N4 REVEAL-INTR,zsot pif-murak zsot pa-dabi girda,SBJ-V.INTR-LOC,Ab SBJ.N4 REVEAL-INTR Aa LOC.N2,REVEAL-INTR Aa LOC.N2 Ab SBJ.N4,SBJ-V.INTR-LOC,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,Ab-SBJ-N2-Ab-LOC-N4-REVEAL-INTR.mp3,,Ab-SBJ-N2-REVEAL-INTR-Ab-LOC-N4.mp4,Ab-SBJ-N4-REVEAL-INTR-Aa-LOC-N2.mp4
25,comprehension,2,2,275,target,OBJ.N5 Ab SBJ.N1 REVEAL-TR Ab LOC.N3,OBJ.N5 Ab LOC.N3 REVEAL-TR Ab SBJ.N1,fer-timó zsot pa-zilép girda zsot pif-pekli,OBJ-SBJ-V.TR-LOC,OBJ.N5 Ab SBJ.N1 REVEAL-TR Aa LOC.N3,Aa LOC.N3 Ab SBJ.N1 OBJ.N5 REVEAL-TR,OBJ-SBJ-V.TR-LOC,wrong_adjective,,,,,,,,,,,,,comprehension,OBJ-N5-Ab-LOC-N3-REVEAL-TR-Ab-SBJ-N1.mp3,,OBJ-N5-Ab-SBJ-N1-REVEAL-TR-Ab-LOC-N3.mp4,OBJ-N5-Ab-SBJ-N1-REVEAL-TR-Aa-LOC-N3.mp4
26,comprehension,2,2,276,target,Ab SBJ.N4 REVEAL-INTR LOC.N3,REVEAL-INTR LOC.N3 Ab SBJ.N4,girda pa-zilép zsot pif-dabi,SBJ-V.INTR-LOC,Aa SBJ.N4 JUMP-INTR LOC.N3,Aa SBJ.N4 JUMP-INTR LOC.N3,SBJ-V.INTR-LOC,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,REVEAL-INTR-LOC-N3-Ab-SBJ-N4.mp3,,Ab-SBJ-N4-REVEAL-INTR-LOC-N3.mp4,Aa-SBJ-N4-JUMP-INTR-LOC-N3.mp4
27,comprehension,2,2,277,target,Ab SBJ.N5 REVEAL-INTR Ab LOC.N4,REVEAL-INTR Ab LOC.N4 Ab SBJ.N5,girda zsot pa-dabi zsot pif-timó,SBJ-V.INTR-LOC,Ab SBJ.N4 REVEAL-INTR Aa LOC.N5,Ab SBJ.N4 REVEAL-INTR Aa LOC.N5,SBJ-V.INTR-LOC,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,REVEAL-INTR-Ab-LOC-N4-Ab-SBJ-N5.mp3,,Ab-SBJ-N5-REVEAL-INTR-Ab-LOC-N4.mp4,Ab-SBJ-N4-REVEAL-INTR-Aa-LOC-N5.mp4
28,comprehension,2,2,278,target,Ab OBJ.N5 SBJ.N3 PUSH-TR,Ab OBJ.N5 SBJ.N3 PUSH-TR,zsot fer-timó pif-zilép vánta,OBJ-SBJ-V.TR,Aa OBJ.N5 SBJ.N3 PUSH-TR,Aa OBJ.N5 SBJ.N3 PUSH-TR,OBJ-SBJ-V.TR,wrong_adjective,,,,,,,,,,,,,comprehension,Ab-OBJ-N5-SBJ-N3-PUSH-TR.mp3,,Ab-OBJ-N5-SBJ-N3-PUSH-TR.mp4,Aa-OBJ-N5-SBJ-N3-PUSH-TR.mp4
29,comprehension,2,2,279,target,Ab SBJ.N4 JUMP-INTR,Ab SBJ.N4 JUMP-INTR,zsot pif-dabi bonip,SBJ-V.INTR,Aa SBJ.N4 GO-INTR,Aa SBJ.N4 GO-INTR,SBJ-V.INTR,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,Ab-SBJ-N4-JUMP-INTR.mp3,,Ab-SBJ-N4-JUMP-INTR.mp4,Aa-SBJ-N4-GO-INTR.mp4
30,comprehension,2,2,280,target,Ab OBJ.N5 SBJ.N4 HIDE-TR LOC.N3,HIDE-TR LOC.N3 SBJ.N4 Ab OBJ.N5,zsübe pa-zilép pif-dabi zsot fer-timó,OBJ-SBJ-V.TR-LOC,OBJ.N3 SBJ.N4 HIDE-TR Aa LOC.N5,SBJ.N4 Aa LOC.N5 OBJ.N3 HIDE-TR,OBJ-SBJ-V.TR-LOC,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,HIDE-TR-LOC-N3-SBJ-N4-Ab-OBJ-N5.mp3,,Ab-OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp4,OBJ-N3-SBJ-N4-HIDE-TR-Aa-LOC-N5.mp4
31,comprehension,2,2,281,target,Ab OBJ.N5 SBJ.N4 REVEAL-TR,REVEAL-TR SBJ.N4 Ab OBJ.N5,girda pif-dabi zsot fer-timó,OBJ-SBJ-V.TR,Aa OBJ.N5 SBJ.N4 REVEAL-TR,Aa OBJ.N5 REVEAL-TR SBJ.N4,OBJ-SBJ-V.TR,wrong_adjective,,,,,,,,,,,,,comprehension,REVEAL-TR-SBJ-N4-Ab-OBJ-N5.mp3,,Ab-OBJ-N5-SBJ-N4-REVEAL-TR.mp4,Aa-OBJ-N5-SBJ-N4-REVEAL-TR.mp4
32,comprehension,2,2,282,target,Ab OBJ.N5 Ab SBJ.N2 HIDE-TR LOC.N4,HIDE-TR Ab OBJ.N5 Ab SBJ.N2 LOC.N4,zsübe zsot fer-timó zsot pif-murak pa-dabi,OBJ-SBJ-V.TR-LOC,Ab OBJ.N5 Aa SBJ.N2 REVEAL-TR LOC.N4,Ab OBJ.N5 Aa SBJ.N2 LOC.N4 REVEAL-TR,OBJ-SBJ-V.TR-LOC,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,HIDE-TR-Ab-OBJ-N5-Ab-SBJ-N2-LOC-N4.mp3,,Ab-OBJ-N5-Ab-SBJ-N2-HIDE-TR-LOC-N4.mp4,Ab-OBJ-N5-Aa-SBJ-N2-REVEAL-TR-LOC-N4.mp4
33,comprehension,2,2,283,target,Ab SBJ.N4 GO-INTR,GO-INTR Ab SBJ.N4,kávler zsot pif-dabi,SBJ-V.INTR,Aa SBJ.N4 GO-INTR,Aa SBJ.N4 GO-INTR,SBJ-V.INTR,wrong_adjective,,,,,,,,,,,,,comprehension,GO-INTR-Ab-SBJ-N4.mp3,,Ab-SBJ-N4-GO-INTR.mp4,Aa-SBJ-N4-GO-INTR.mp4
34,comprehension,2,2,284,target,Ab OBJ.N5 Ab SBJ.N1 PUSH-TR,Ab SBJ.N1 Ab OBJ.N5 PUSH-TR,zsot pif-pekli zsot fer-timó vánta,OBJ-SBJ-V.TR,Ab OBJ.N1 Aa SBJ.N5 PUSH-TR,Aa SBJ.N5 PUSH-TR Ab OBJ.N1,OBJ-SBJ-V.TR,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,Ab-SBJ-N1-Ab-OBJ-N5-PUSH-TR.mp3,,Ab-OBJ-N5-Ab-SBJ-N1-PUSH-TR.mp4,Ab-OBJ-N1-Aa-SBJ-N5-PUSH-TR.mp4
35,comprehension,2,2,285,target,Ab SBJ.N5 HIDE-INTR,HIDE-INTR Ab SBJ.N5,zsübe zsot pif-timó,SBJ-V.INTR,Aa SBJ.N5 REVEAL-INTR,Aa SBJ.N5 REVEAL-INTR,SBJ-V.INTR,wrong_verb_wrong_adjective,,,,,,,,,,,,,comprehension,HIDE-INTR-Ab-SBJ-N5.mp3,,Ab-SBJ-N5-HIDE-INTR.mp4,Aa-SBJ-N5-REVEAL-INTR.mp4
36,comprehension,2,2,286,target,Ab OBJ.N5 SBJ.N2 REVEAL-TR Ab LOC.N3,Ab LOC.N3 REVEAL-TR SBJ.N2 Ab OBJ.N5,zsot pa-zilép girda pif-murak zsot fer-timó,OBJ-SBJ-V.TR-LOC,Ab OBJ.N3 SBJ.N2 HIDE-TR Ab LOC.N5,Ab LOC.N5 SBJ.N2 HIDE-TR Ab OBJ.N3,OBJ-SBJ-V.TR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,Ab-LOC-N3-REVEAL-TR-SBJ-N2-Ab-OBJ-N5.mp3,,Ab-OBJ-N5-SBJ-N2-REVEAL-TR-Ab-LOC-N3.mp4,Ab-OBJ-N3-SBJ-N2-HIDE-TR-Ab-LOC-N5.mp4
37,comprehension,2,2,287,target,Ab SBJ.N5 HIDE-INTR,HIDE-INTR Ab SBJ.N5,zsübe zsot pif-timó,SBJ-V.INTR,Ab SBJ.N5 GO-INTR,GO-INTR Ab SBJ.N5,SBJ-V.INTR,wrong_verb,,,,,,,,,,,,,comprehension,HIDE-INTR-Ab-SBJ-N5.mp3,,Ab-SBJ-N5-HIDE-INTR.mp4,Ab-SBJ-N5-GO-INTR.mp4
38,comprehension,2,2,288,target,Ab SBJ.N4 JUMP-INTR LOC.N3,Ab SBJ.N4 LOC.N3 JUMP-INTR,zsot pif-dabi pa-zilép bonip,SBJ-V.INTR-LOC,SBJ.N3 JUMP-INTR Ab LOC.N4,JUMP-INTR SBJ.N3 Ab LOC.N4,SBJ-V.INTR-LOC,swapped_roles,,,,,,,,,,,,,comprehension,Ab-SBJ-N4-LOC-N3-JUMP-INTR.mp3,,Ab-SBJ-N4-JUMP-INTR-LOC-N3.mp4,SBJ-N3-JUMP-INTR-Ab-LOC-N4.mp4
39,comprehension,2,2,289,target,Ab SBJ.N4 GO-INTR Ab LOC.N3,Ab LOC.N3 GO-INTR Ab SBJ.N4,zsot pa-zilép kávler zsot pif-dabi,SBJ-V.INTR-LOC,Ab SBJ.N3 GO-INTR Aa LOC.N4,GO-INTR Ab SBJ.N3 Aa LOC.N4,SBJ-V.INTR-LOC,wrong_adjective_swapped_roles,,,,,,,,,,,,,comprehension,Ab-LOC-N3-GO-INTR-Ab-SBJ-N4.mp3,,Ab-SBJ-N4-GO-INTR-Ab-LOC-N3.mp4,Ab-SBJ-N3-GO-INTR-Aa-LOC-N4.mp4
40,comprehension,2,2,290,target,Ab SBJ.N2 HIDE-INTR Aa LOC.N1,HIDE-INTR Aa LOC.N1 Ab SBJ.N2,zsübe gyék pa-pekli zsot pif-murak,SBJ-V.INTR-LOC,Ab SBJ.N2 HIDE-INTR Ab LOC.N1,Ab SBJ.N2 HIDE-INTR Ab LOC.N1,SBJ-V.INTR-LOC,wrong_adjective,,,,,,,,,,,,,comprehension,HIDE-INTR-Aa-LOC-N1-Ab-SBJ-N2.mp3,,Ab-SBJ-N2-HIDE-INTR-Aa-LOC-N1.mp4,Ab-SBJ-N2-HIDE-INTR-Ab-LOC-N1.mp4
41,comprehension,2,2,291,target,Ab OBJ.N5 SBJ.N1 PUSH-TR LOC.N4,SBJ.N1 LOC.N4 PUSH-TR Ab OBJ.N5,pif-pekli pa-dabi vánta zsot fer-timó,OBJ-SBJ-V.TR-LOC,OBJ.N1 Ab SBJ.N5 HIDE-TR LOC.N4,LOC.N4 HIDE-TR OBJ.N1 Ab SBJ.N5,OBJ-SBJ-V.TR-LOC,swapped_roles_wrong_verb,,,,,,,,,,,,,comprehension,SBJ-N1-LOC-N4-PUSH-TR-Ab-OBJ-N5.mp3,,Ab-OBJ-N5-SBJ-N1-PUSH-TR-LOC-N4.mp4,OBJ-N1-Ab-SBJ-N5-HIDE-TR-LOC-N4.mp4
42,comprehension,2,2,292,target,Ab OBJ.N5 Ab SBJ.N3 PUSH-TR,PUSH-TR Ab OBJ.N5 Ab SBJ.N3,vánta zsot fer-timó zsot pif-zilép,OBJ-SBJ-V.TR,Ab OBJ.N3 Ab SBJ.N5 PUSH-TR,PUSH-TR Ab OBJ.N3 Ab SBJ.N5,OBJ-SBJ-V.TR,swapped_roles,,,,,,,,,,,,,comprehension,PUSH-TR-Ab-OBJ-N5-Ab-SBJ-N3.mp3,,Ab-OBJ-N5-Ab-SBJ-N3-PUSH-TR.mp4,Ab-OBJ-N3-Ab-SBJ-N5-PUSH-TR.mp4
1,production,2,2,293,target,SBJ.N4 REVEAL-INTR LOC.N5,REVEAL-INTR SBJ.N4 LOC.N5,girda pif-dabi pa-timó,SBJ-V.INTR-LOC,,,,,,,,,,,REVEAL|SBJ.|N4|LOC.|N5,girda|pif|dabi|pa|timó,HIDE|Aa,N5|REVEAL|LOC.|Aa|HIDE|SBJ.|N4,timó|girda|pa|gyék|zsübe|pif|dabi,,production,,,SBJ-N4-REVEAL-INTR-LOC-N5.mp4,
2,production,2,2,294,target,OBJ.N5 SBJ.N4 HIDE-TR LOC.N3,SBJ.N4 OBJ.N5 LOC.N3 HIDE-TR,pif-dabi fer-timó pa-zilép zsübe,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,SBJ.|N4|OBJ.|N5|LOC.|N3|HIDE,pif|dabi|fer|timó|pa|zilép|zsübe,REVEAL|JUMP,REVEAL|N4|SBJ.|N3|HIDE|OBJ.|LOC.|JUMP|N5,girda|dabi|pif|zilép|zsübe|fer|pa|bonip|timó,,production,,,OBJ-N5-SBJ-N4-HIDE-TR-LOC-N3.mp4,
3,production,2,2,295,target,SBJ.N3 REVEAL-INTR LOC.N4,SBJ.N3 REVEAL-INTR LOC.N4,pif-zilép girda pa-dabi,SBJ-V.INTR-LOC,,,,,,,,,,,SBJ.|N3|REVEAL|LOC.|N4,pif|zilép|girda|pa|dabi,GO|Ab,SBJ.|GO|N3|Ab|LOC.|N4|REVEAL,pif|kávler|zilép|zsot|pa|dabi|girda,,production,,,SBJ-N3-REVEAL-INTR-LOC-N4.mp4,
4,production,2,2,296,target,OBJ.N5 SBJ.N1 REVEAL-TR LOC.N4,LOC.N4 OBJ.N5 SBJ.N1 REVEAL-TR,pa-dabi fer-timó pif-pekli girda,OBJ-SBJ-V.TR-LOC,,,,,,,,,,,LOC.|N4|OBJ.|N5|SBJ.|N1|REVEAL,pa|dabi|fer|timó|pif|pekli|girda,PUSH|Aa,Aa|N4|OBJ.|N5|REVEAL|PUSH|LOC.|SBJ.|N1,gyék|dabi|fer|timó|girda|vánta|pa|pif|pekli,,production,,,OBJ-N5-SBJ-N1-REVEAL-TR-LOC-N4.mp4,
5,production,2,2,297,target,SBJ.N3 JUMP-INTR,JUMP-INTR SBJ.N3,bonip pif-zilép,SBJ-V.INTR,,,,,,,,,,,JUMP|SBJ.|N3,bonip|pif|zilép,N1|N4,N1|SBJ.|N3|N4|JUMP,pekli|pif|zilép|dabi|bonip,,production,,,SBJ-N3-JUMP-INTR.mp4,
6,production,2,2,298,target,OBJ.N5 Ab SBJ.N3 PUSH-TR,Ab SBJ.N3 OBJ.N5 PUSH-TR,zsot pif-zilép fer-timó vánta,OBJ-SBJ-V.TR,,,,,,,,,,,Ab|SBJ.|N3|OBJ.|N5|PUSH,zsot|pif|zilép|fer|timó|vánta,JUMP|HIDE,Ab|N3|PUSH|N5|HIDE|SBJ.|OBJ.|JUMP,zsot|zilép|vánta|timó|zsübe|pif|fer|bonip,,production,,,OBJ-N5-Ab-SBJ-N3-PUSH-TR.mp4,
7,production,2,2,299,target,Ab SBJ.N4 HIDE-INTR,HIDE-INTR Ab SBJ.N4,zsübe zsot pif-dabi,SBJ-V.INTR,,,,,,,,,,,HIDE|Ab|SBJ.|N4,zsübe|zsot|pif|dabi,N2|N1,N4|Ab|HIDE|N1|N2|SBJ.,dabi|zsot|zsübe|pekli|murak|pif,,production,,,Ab-SBJ-N4-HIDE-INTR.mp4,
8,production,2,2,300,target,SBJ.N2 REVEAL-INTR LOC.N3,LOC.N3 REVEAL-INTR SBJ.N2,pa-zilép girda pif-murak,SBJ-V.INTR-LOC,,,,,,,,,,,LOC.|N3|REVEAL|SBJ.|N2,pa|zilép|girda|pif|murak,N1|PUSH,LOC.|N3|REVEAL|PUSH|SBJ.|N1|N2,pa|zilép|girda|vánta|pif|pekli|murak,,production,,,SBJ-N2-REVEAL-INTR-LOC-N3.mp4,
